date,material_id,transaction_type,quantity,unit,supplier_id,unit_price,po_number
2023-10-18,M04,receipt,35,rolls,SUP08,21356,PUR76414
2023-05-11,M01,return,44,pcs,,23622,
2023-05-21,M13,receipt,28,nos,SUP07,24122,PUR92247
2023-10-06,M03,receipt,9,nos,SUP09,21733,PUR34979
2023-10-29,M06,receipt,102,KG,SUP03,21791,PUR85637
2023-07-04,M04,issue,26,Rolls,,24818,
2023-03-29,M02,issue,39,nos,,23982,
2023-08-29,M10,issue,272,kgs,,22824,
2023-03-20,M14,return,4,roll,,23628,
2023-11-05,M12,receipt,331,Kg,SUP06,24314,PUR32267
2023-06-15,M14,issue,30,roll,,21212,
2023-10-10,M04,issue,39,pcs,,24014,
2023-02-14,M04,writeoff,12,pcs,,22735,
2023-11-05,M12,issue,293,KG,,24179,
2023-09-16,M10,receipt,460,KG,SUP05,20977,PUR42920
2023-05-16,M13,issue,40,roll,,24182,
2023-07-22,M09,writeoff,120,kgs,,24539,
2023-02-19,M10,issue,81,kg,,21062,
2023-09-24,M10,issue,105,kgs,,23660,
2023-02-07,M14,issue,9,rolls,,23582,
2023-10-03,M03,receipt,9,Rolls,SUP01,24599,PUR86049
2023-07-15,M13,issue,23,nos,,21635,
2023-05-18,M08,issue,433,kgs,,21912,
2023-03-06,M12,issue,262,Kg,,21532,
2023-07-25,M05,issue,14,nos,,25177,
2023-08-07,M10,receipt,184,Kg,SUP05,20792,PUR75422
2023-06-07,M14,issue,49,nos,,23968,
2023-08-21,M02,writeoff,25,nos,,24691,
2023-10-26,M12,receipt,328,KG,SUP06,21417,PUR13875
2023-11-23,M10,receipt,364,kilograms,SUP05,24297,PUR92228
2023-04-08,M10,return,182,kilograms,,21244,
2023-07-29,M08,issue,163,kgs,,22012,
2023-05-19,M04,issue,1,roll,,22167,
2023-05-21,M08,issue,432,KG,,25191,
2023-09-26,M14,issue,29,Rolls,,24374,
2023-01-02,M14,issue,32,rolls,,21630,
2023-06-12,M11,issue,68,kilograms,,24328,
2023-02-23,M01,writeoff,14,pcs,,22210,
2023-11-06,M13,issue,38,nos,,24437,
2023-02-27,M05,issue,31,rolls,,25374,
2023-03-22,M11,receipt,462,KG,SUP05,24879,PUR89640
2023-01-27,M06,issue,94,kgs,,22679,
2023-07-10,M12,issue,443,kgs,,21118,
2023-10-14,M03,receipt,12,pcs,SUP01,23476,PUR24805
2023-03-08,M05,receipt,34,Rolls,SUP02,24431,PUR46809
2023-04-12,M03,receipt,42,rolls,SUP01,23945,PUR77139
2023-03-03,M05,receipt,23,nos,SUP02,24230,PUR64781
2023-04-22,M06,receipt,333,kilograms,SUP03,23899,PUR93940
2023-09-25,M09,receipt,296,Kg,SUP05,23284,PUR81659
2023-10-28,M02,receipt,25,nos,SUP01,22789,PUR67539
2023-06-16,M02,receipt,43,rolls,SUP01,24648,PUR50759
2023-06-27,M07,issue,38,kilograms,,23622,
2023-11-23,M14,issue,38,nos,,21440,
2023-11-27,M07,issue,494,kilograms,,22116,
2023-10-07,M11,receipt,323,KG,SUP05,23905,PUR19712
2023-05-18,M09,issue,282,KG,,21145,
2023-02-18,M12,return,375,kg,,23158,
2023-04-10,M01,receipt,43,pcs,SUP08,22460,PUR15978
2023-07-18,M04,return,26,nos,,23763,
2023-09-12,M06,receipt,60,Kg,SUP03,23603,PUR27369
2023-11-23,M04,receipt,20,rolls,SUP02,23621,PUR11828
2023-07-31,M07,issue,395,KG,,24292,
2023-10-06,M03,issue,28,rolls,,20679,
2023-03-18,M13,return,31,Rolls,,24458,
2023-10-25,M08,receipt,190,Kg,SUP04,25587,PUR57576
2023-10-29,M13,issue,11,roll,,24435,
2023-11-19,M03,issue,36,pcs,,24245,
2023-08-25,M11,issue,342,kilograms,,23029,
2023-07-05,M03,issue,23,pcs,,22972,
2023-08-29,M03,receipt,50,roll,SUP01,24026,PUR40422
2023-05-04,M01,receipt,15,nos,SUP08,21472,PUR31799
2023-06-03,M10,receipt,408,kg,SUP05,21358,PUR67244
2023-10-04,M14,receipt,19,rolls,SUP07,24419,PUR42379
2023-01-09,M06,issue,342,kgs,,24931,
2023-08-06,M07,return,155,Kg,,21569,
2023-10-29,M13,receipt,16,rolls,SUP07,24700,PUR13475
2023-02-26,M06,receipt,409,kg,SUP03,25252,PUR31741
2023-03-27,M14,issue,21,Rolls,,24867,
2023-03-26,M07,return,245,Kg,,23666,
2023-02-04,M04,issue,34,nos,,22270,
2023-07-20,M05,issue,21,roll,,22525,
2023-04-11,M01,receipt,11,Rolls,SUP08,20858,PUR74174
2023-04-15,M13,receipt,7,nos,SUP07,25341,PUR15299
2023-09-09,M03,receipt,12,rolls,SUP09,22628,PUR75051
2023-01-30,M02,receipt,28,rolls,SUP09,21967,PUR15568
2023-10-03,M09,issue,498,KG,,24445,
2023-11-10,M02,receipt,29,Rolls,SUP09,21500,PUR56248
2023-06-21,M11,receipt,98,Kg,SUP05,24254,PUR93853
2023-09-08,M12,receipt,262,kgs,SUP06,22061,PUR92596
2023-03-31,M01,issue,13,pcs,,24203,
2023-10-04,M01,receipt,49,roll,SUP01,21218,PUR20548
2023-09-22,M07,issue,202,kilograms,,24024,
2023-03-01,M14,issue,19,nos,,23625,
2023-01-10,M05,receipt,29,Rolls,SUP02,25330,PUR76882
2023-06-16,M12,issue,169,KG,,22334,
2023-06-27,M09,return,62,KG,,23103,
2023-03-09,M03,issue,23,rolls,,23302,
2023-06-20,M12,return,259,kgs,,23769,
2023-03-10,M02,receipt,5,rolls,SUP09,21672,PUR75574
2023-06-06,M14,issue,29,rolls,,21389,
2023-06-04,M11,issue,447,KG,,24156,
2023-10-31,M07,issue,260,kg,,24254,
2023-06-10,M09,issue,132,KG,,22095,
2023-04-11,M10,receipt,378,kgs,SUP05,21184,PUR87286
2023-10-23,M10,issue,464,kg,,21405,
2023-01-08,M03,return,34,roll,,21987,
2023-09-09,M04,receipt,34,roll,SUP02,22586,PUR44389
2023-11-18,M09,issue,213,kgs,,23676,
2023-04-11,M05,issue,27,Rolls,,24256,
2023-11-04,M04,receipt,20,rolls,SUP08,24059,PUR33455
2023-01-23,M01,issue,6,pcs,,21410,
2023-09-12,M06,receipt,96,kilograms,SUP03,21821,PUR53218
2023-04-29,M07,receipt,495,KG,SUP03,23482,PUR65023
2023-07-03,M07,issue,388,kgs,,23307,
2023-07-10,M01,issue,19,Rolls,,21644,
2023-07-24,M06,issue,40,Kg,,21903,
2023-02-11,M13,issue,16,roll,,24610,
2023-06-21,M05,receipt,47,nos,SUP02,22998,PUR48641
2023-03-23,M05,receipt,6,nos,SUP02,22162,PUR96501
2023-09-04,M09,receipt,41,kilograms,SUP05,23228,PUR85383
2023-10-14,M11,return,144,kg,,22027,
2023-07-29,M11,receipt,229,Kg,SUP05,23633,PUR81830
2023-06-03,M06,receipt,290,kilograms,SUP03,21564,PUR25467
2023-05-04,M11,issue,476,kilograms,,25664,
2023-04-22,M01,issue,8,Rolls,,24459,
2023-11-02,M06,receipt,110,kgs,SUP03,24716,PUR13769
2023-03-08,M13,issue,23,roll,,24457,
2023-09-04,M14,issue,38,rolls,,24984,
2023-06-12,M05,receipt,33,Rolls,SUP02,25493,PUR20219
2023-05-03,M06,issue,314,kilograms,,23017,
2023-01-17,M01,issue,12,roll,,23101,
2023-06-15,M03,issue,18,Rolls,,23947,
2023-06-16,M10,receipt,352,kilograms,SUP05,22591,PUR64458
2023-06-07,M08,return,216,KG,,25566,
2023-04-03,M04,issue,46,roll,,21185,
2023-05-29,M04,issue,29,nos,,23052,
2023-03-05,M09,return,332,kgs,,23745,
2023-03-06,M12,receipt,426,KG,SUP06,22715,PUR72465
2023-06-01,M02,writeoff,33,rolls,,22911,
2023-09-11,M04,receipt,30,nos,SUP08,23206,PUR29845
2023-08-25,M07,issue,275,kilograms,,24946,
2023-07-14,M13,issue,3,Rolls,,21829,
2023-02-20,M08,return,48,kg,,25204,
2023-01-30,M05,issue,5,pcs,,24167,
2023-11-28,M04,receipt,10,nos,SUP08,24556,PUR17903
2023-04-30,M12,receipt,214,Kg,SUP06,24337,PUR26238
2023-01-02,M08,receipt,136,KG,SUP04,23274,PUR41772
2023-08-06,M11,receipt,232,KG,SUP05,24128,PUR89698
2023-10-10,M02,receipt,48,nos,SUP01,21077,PUR23340
2023-06-20,M08,receipt,285,KG,SUP04,24548,PUR27286
2023-11-15,M03,return,20,nos,,20660,
2023-03-16,M03,receipt,5,Rolls,SUP09,22310,PUR42510
2023-10-21,M01,issue,5,rolls,,23104,
2023-01-09,M02,receipt,8,Rolls,SUP01,23509,PUR55803
2023-06-14,M01,writeoff,36,Rolls,,21137,
2023-01-05,M03,receipt,19,roll,SUP09,22367,PUR88963
2023-11-21,M06,receipt,326,Kg,SUP03,22341,PUR96390
2023-06-30,M07,issue,468,Kg,,24572,
2023-09-29,M03,receipt,36,rolls,SUP09,23583,PUR86006
2023-05-16,M06,issue,232,kilograms,,22299,
2023-02-02,M05,receipt,15,pcs,SUP02,22628,PUR14571
2023-09-30,M07,receipt,462,kg,SUP03,25213,PUR90588
2023-06-16,M10,receipt,467,KG,SUP05,24128,PUR64334
2023-10-05,M02,receipt,1,pcs,SUP09,21640,PUR30312
2023-05-21,M08,issue,389,kg,,23773,
2023-05-18,M14,issue,21,Rolls,,24083,
2023-09-20,M01,receipt,50,rolls,SUP08,24823,PUR81326
2023-07-23,M06,issue,111,kilograms,,21669,
2023-03-28,M09,issue,326,Kg,,23664,
2023-04-25,M04,issue,9,nos,,22404,
2023-08-16,M13,return,2,Rolls,,23338,
2023-07-05,M04,receipt,5,nos,SUP02,23847,PUR80756
2023-11-20,M01,issue,11,roll,,23763,
2023-11-06,M06,receipt,234,kgs,SUP03,21998,PUR33534
2023-09-08,M06,receipt,89,kgs,SUP03,21874,PUR75745
2023-09-20,M03,return,6,pcs,,22913,
2023-06-15,M03,return,15,roll,,23588,
2023-08-16,M14,return,18,Rolls,,24293,
2023-01-29,M03,issue,11,pcs,,24584,
2023-11-03,M11,receipt,333,kgs,SUP05,24395,PUR30428
2023-01-20,M09,issue,382,kgs,,23773,
2023-09-24,M14,receipt,6,pcs,SUP07,22523,PUR81213
2023-03-26,M12,receipt,245,KG,SUP06,23493,PUR57402
2023-06-21,M07,issue,312,Kg,,21761,
2023-06-08,M07,issue,144,KG,,23889,
2023-08-25,M12,return,323,kg,,24484,
2023-09-17,M11,receipt,115,kilograms,SUP05,24344,PUR97617
2023-03-19,M02,receipt,6,pcs,SUP01,21354,PUR24430
2023-02-14,M09,receipt,444,KG,SUP05,24850,PUR57454
2023-08-01,M11,issue,184,KG,,23785,
2023-05-20,M03,receipt,19,Rolls,SUP01,21761,PUR43157
2023-10-02,M14,receipt,2,pcs,SUP07,21858,PUR69004
2023-04-01,M14,receipt,30,rolls,SUP07,22284,PUR73240
2023-03-13,M03,return,28,nos,,23344,
2023-02-03,M05,issue,31,rolls,,22626,
2023-08-17,M03,receipt,8,roll,SUP01,23031,PUR93594
2023-11-24,M13,return,49,pcs,,23391,
2023-05-11,M01,receipt,21,pcs,SUP08,23298,PUR89597
2023-09-12,M04,receipt,31,pcs,SUP08,21715,PUR23763
2023-08-10,M10,receipt,483,kilograms,SUP05,22596,PUR62354
2023-09-12,M09,return,145,Kg,,24949,
2023-03-02,M13,receipt,34,rolls,SUP07,22753,PUR61950
2023-05-13,M03,receipt,17,pcs,SUP09,23219,PUR90017
2023-03-01,M02,issue,6,nos,,24089,
2023-08-13,M13,issue,42,nos,,22553,
2023-01-26,M13,issue,49,rolls,,24739,
2023-07-03,M14,receipt,15,nos,SUP07,24119,PUR48644
2023-02-12,M06,issue,61,kilograms,,22156,
2023-09-07,M05,receipt,31,roll,SUP02,23074,PUR74250
2023-06-13,M14,issue,10,roll,,21378,
2023-07-13,M10,receipt,422,kgs,SUP05,21780,PUR17932
2023-04-11,M08,issue,272,kg,,21877,
2023-03-25,M05,issue,2,rolls,,22538,
2023-01-20,M11,issue,212,kg,,23694,
2023-06-06,M05,receipt,25,Rolls,SUP02,24750,PUR91040
2023-09-25,M04,issue,33,roll,,24187,
2023-08-09,M03,issue,22,pcs,,22933,
2023-04-17,M09,receipt,384,kilograms,SUP05,21423,PUR53799
2023-05-10,M13,issue,12,nos,,24374,
2023-01-21,M05,issue,5,Rolls,,24656,
2023-08-18,M08,receipt,75,kg,SUP04,22977,PUR81448
2023-08-07,M13,receipt,32,pcs,SUP07,24718,PUR87660
2023-01-09,M02,receipt,39,pcs,SUP01,24753,PUR96722
2023-01-05,M03,return,39,pcs,,22275,
2023-03-24,M10,issue,42,Kg,,22545,
2023-02-23,M12,issue,199,Kg,,22584,
2023-03-28,M10,receipt,107,Kg,SUP05,23633,PUR64614
2023-02-20,M01,issue,38,rolls,,22137,
2023-07-30,M03,issue,16,rolls,,22671,
2023-05-04,M13,issue,12,roll,,22601,
2023-02-12,M06,receipt,459,KG,SUP03,22795,PUR59746
2023-08-05,M09,issue,424,Kg,,25003,
2023-03-02,M04,issue,24,roll,,24338,
2023-04-22,M13,receipt,45,pcs,SUP07,22128,PUR92479
2023-02-01,M14,receipt,13,pcs,SUP07,23587,PUR95999
2023-05-07,M05,issue,7,roll,,23423,
2023-06-09,M01,receipt,41,rolls,SUP08,24202,PUR57871
2023-10-13,M12,issue,36,KG,,24117,
2023-02-01,M04,receipt,21,nos,SUP08,23972,PUR21478
2023-03-09,M03,receipt,34,rolls,SUP01,21773,PUR73775
2023-05-08,M07,issue,26,kilograms,,22575,
2023-08-18,M10,return,466,kilograms,,24395,
2023-04-10,M03,issue,8,nos,,24398,
2023-08-06,M07,issue,41,KG,,25259,
2023-05-02,M03,issue,48,nos,,23601,
2023-03-18,M07,receipt,38,Kg,SUP03,22959,PUR77880
2023-05-27,M11,issue,227,kgs,,22027,
2023-11-16,M02,receipt,15,roll,SUP09,23080,PUR62935
2023-11-01,M08,receipt,332,kgs,SUP04,23301,PUR47140
2023-03-27,M04,issue,18,roll,,23098,
2023-01-10,M11,issue,21,kilograms,,21840,
2023-08-29,M08,receipt,96,kgs,SUP04,22361,PUR26102
2023-02-07,M05,return,35,pcs,,24828,
2023-03-17,M02,receipt,2,roll,SUP09,22949,PUR34652
2023-11-21,M08,issue,176,KG,,21639,
2023-01-07,M13,return,31,nos,,24507,
2023-04-14,M12,receipt,410,kilograms,SUP06,21626,PUR79323
2023-11-02,M02,issue,50,nos,,22930,
2023-06-02,M07,receipt,279,kilograms,SUP03,22382,PUR50277
2023-08-31,M09,receipt,362,kilograms,SUP05,24429,PUR35692
2023-03-21,M09,issue,146,kilograms,,22595,
2023-09-09,M06,writeoff,484,kgs,,24038,
2023-03-11,M01,receipt,38,roll,SUP01,21239,PUR50401
2023-01-12,M07,receipt,197,KG,SUP03,23839,PUR80096
2023-06-04,M02,issue,6,rolls,,22923,
2023-01-30,M05,receipt,45,pcs,SUP02,22055,PUR38693
2023-10-14,M01,receipt,45,nos,SUP01,24458,PUR35763
2023-08-07,M03,receipt,46,nos,SUP01,24410,PUR50304
2023-09-03,M07,return,108,kg,,24509,
2023-07-30,M02,issue,6,pcs,,23741,
2023-03-04,M04,receipt,32,roll,SUP08,24100,PUR31731
2023-09-20,M06,issue,454,Kg,,22260,
2023-04-10,M12,receipt,449,KG,SUP06,24709,PUR31900
2023-01-30,M02,writeoff,4,roll,,22739,
2023-10-11,M06,receipt,146,kg,SUP03,23310,PUR18448
2023-05-17,M03,receipt,36,Rolls,SUP09,24204,PUR84328
2023-05-01,M08,issue,225,KG,,24795,
2023-07-17,M09,receipt,247,kgs,SUP05,23502,PUR24404
2023-07-17,M07,receipt,288,kg,SUP03,21787,PUR71346
2023-03-11,M07,receipt,54,KG,SUP03,22444,PUR98224
2023-10-22,M02,issue,9,roll,,22604,
2023-04-07,M13,issue,2,Rolls,,23154,
2023-08-20,M14,issue,40,Rolls,,24710,
2023-05-26,M12,issue,253,Kg,,24136,
2023-08-05,M06,issue,353,kilograms,,21893,
2023-05-13,M06,return,249,KG,,24080,
2023-03-05,M14,receipt,49,pcs,SUP07,22496,PUR20204
2023-08-28,M07,receipt,30,kgs,SUP03,21444,PUR82935
2023-07-03,M05,receipt,19,nos,SUP02,25732,PUR39324
2023-08-06,M06,issue,47,kg,,22749,
2023-01-29,M07,issue,285,Kg,,23395,
2023-03-25,M04,issue,23,Rolls,,24926,
2023-07-20,M04,writeoff,43,rolls,,23267,
2023-05-07,M02,writeoff,17,rolls,,24630,
2023-01-18,M04,issue,4,Rolls,,25088,
2023-10-11,M07,receipt,229,KG,SUP03,23849,PUR26983
2023-08-24,M05,receipt,43,rolls,SUP02,22890,PUR38152
2023-09-08,M09,receipt,138,KG,SUP05,23623,PUR14162
2023-05-04,M13,issue,17,Rolls,,21571,
2023-05-17,M06,issue,54,kilograms,,21740,
2023-01-25,M04,receipt,5,pcs,SUP02,23725,PUR40431
2023-08-27,M08,writeoff,491,KG,,22770,
2023-02-05,M14,receipt,17,nos,SUP07,21876,PUR97051
2023-06-12,M14,issue,36,roll,,23318,
2023-01-28,M06,issue,10,kg,,24946,
2023-11-30,M03,issue,15,rolls,,23397,
2023-01-21,M04,issue,33,nos,,21354,
2023-08-08,M05,return,16,nos,,22591,
2023-04-07,M08,issue,272,Kg,,23560,
2023-05-03,M06,issue,349,Kg,,22738,
2023-10-04,M10,return,333,kgs,,23452,
2023-08-12,M12,receipt,91,KG,SUP06,24754,PUR78375
2023-06-03,M14,issue,37,Rolls,,25095,
2023-05-14,M08,receipt,493,KG,SUP04,22254,PUR50738
2023-08-16,M02,return,14,roll,,24686,
2023-11-02,M12,writeoff,446,kgs,,23063,
2023-07-31,M08,issue,448,KG,,22108,
2023-09-06,M13,issue,48,Rolls,,22920,
2023-01-31,M09,receipt,422,kgs,SUP05,23896,PUR29584
2023-07-09,M05,receipt,31,nos,SUP02,25351,PUR71489
2023-01-19,M14,receipt,50,Rolls,SUP07,21407,PUR73156
2023-07-04,M14,issue,3,roll,,24837,
2023-10-11,M02,receipt,14,Rolls,SUP09,24209,PUR96101
2023-10-16,M08,receipt,72,KG,SUP04,23805,PUR53681
2023-06-16,M11,receipt,106,Kg,SUP05,22112,PUR17342
2023-10-12,M07,receipt,207,KG,SUP03,23366,PUR12215
2023-08-08,M11,issue,468,kilograms,,24770,
2023-11-12,M12,receipt,409,KG,SUP06,23203,PUR41708
2023-03-29,M12,issue,409,Kg,,24483,
2023-01-19,M04,receipt,23,rolls,SUP02,22184,PUR18310
2023-11-29,M07,receipt,363,kgs,SUP03,25149,PUR45314
2023-10-16,M01,issue,11,Rolls,,24402,
2023-08-12,M03,issue,46,nos,,22381,
2023-07-27,M01,receipt,3,roll,SUP08,24749,PUR44588
2023-09-27,M07,issue,442,kilograms,,24467,
2023-04-14,M12,issue,15,kilograms,,21105,
2023-04-09,M04,issue,24,nos,,23271,
2023-01-25,M12,receipt,241,kgs,SUP06,22673,PUR67727
2023-05-04,M11,issue,114,kg,,24514,
2023-03-15,M11,receipt,260,kilograms,SUP05,23846,PUR54017
2023-05-16,M03,receipt,43,pcs,SUP01,23184,PUR87199
2023-11-17,M09,receipt,73,kgs,SUP05,24640,PUR36829
2023-05-20,M10,issue,156,KG,,20846,
2023-02-10,M06,issue,432,kgs,,24035,
2023-07-04,M03,issue,4,pcs,,23887,
2023-02-06,M14,receipt,45,nos,SUP07,23196,PUR88280
2023-03-18,M08,receipt,283,kilograms,SUP04,25598,PUR39462
2023-02-23,M07,issue,10,kg,,24142,
2023-04-19,M04,issue,36,roll,,24949,
2023-11-11,M04,return,21,pcs,,21642,
2023-01-27,M06,receipt,479,kg,SUP03,24704,PUR35359
2023-01-17,M02,receipt,35,pcs,SUP09,23892,PUR41870
2023-07-27,M04,receipt,23,nos,SUP02,23633,PUR69324
2023-06-12,M04,receipt,6,rolls,SUP02,21229,PUR78070
2023-02-18,M01,issue,22,pcs,,22901,
2023-04-13,M13,receipt,8,rolls,SUP07,24014,PUR49247
2023-03-04,M11,issue,326,kilograms,,22397,
2023-03-30,M04,issue,12,Rolls,,22309,
2023-06-16,M08,issue,173,kg,,22002,
2023-03-23,M06,return,454,kilograms,,22809,
2023-10-24,M05,receipt,40,roll,SUP02,24027,PUR22246
2023-07-29,M02,receipt,2,pcs,SUP01,21445,PUR38675
2023-07-22,M09,issue,334,kg,,24675,
2023-10-06,M11,issue,299,KG,,23010,
2023-06-14,M12,receipt,389,KG,SUP06,23095,PUR28911
2023-01-05,M10,receipt,90,Kg,SUP05,21788,PUR78514
2023-05-26,M14,issue,7,nos,,23630,
2023-06-09,M09,issue,129,Kg,,21902,
2023-01-13,M11,receipt,35,kilograms,SUP05,21892,PUR62397
2023-02-12,M03,receipt,39,Rolls,SUP09,20852,PUR23099
2023-05-24,M01,receipt,25,rolls,SUP01,21800,PUR24824
2023-07-21,M05,receipt,13,nos,SUP02,21967,PUR90302
2023-07-15,M02,issue,40,rolls,,23874,
2023-10-15,M13,issue,14,roll,,25195,
2023-08-03,M01,receipt,17,nos,SUP01,22452,PUR20171
2023-10-22,M13,return,22,roll,,24705,
2023-04-13,M03,receipt,9,nos,SUP01,21089,PUR34964
2023-07-18,M07,issue,147,Kg,,22298,
2023-03-03,M09,issue,232,KG,,21979,
2023-11-28,M03,receipt,12,nos,SUP09,21604,PUR92048
2023-04-15,M13,receipt,21,roll,SUP07,25528,PUR31415
2023-04-15,M14,return,41,roll,,24031,
2023-03-06,M11,issue,244,KG,,24635,
2023-09-27,M08,issue,258,kg,,23363,
2023-01-24,M07,issue,395,kilograms,,23047,
2023-07-01,M06,return,94,kilograms,,23941,
2023-05-26,M11,issue,182,kilograms,,24779,
2023-08-09,M02,receipt,11,roll,SUP09,24778,PUR87139
2023-05-03,M04,issue,17,pcs,,23272,
2023-08-03,M09,receipt,13,kg,SUP05,24594,PUR96206
2023-10-03,M06,receipt,496,KG,SUP03,24968,PUR15447
2023-01-20,M13,issue,30,pcs,,24221,
2023-02-15,M02,writeoff,30,pcs,,21568,
2023-01-28,M09,issue,430,KG,,24342,
2023-01-25,M01,receipt,19,nos,SUP01,22435,PUR27000
2023-11-19,M09,return,219,KG,,23176,
2023-07-30,M06,receipt,381,kg,SUP03,21699,PUR78553
2023-11-14,M01,issue,49,Rolls,,23348,
2023-10-09,M13,return,42,rolls,,23639,
2023-08-02,M07,return,180,kgs,,24738,
2023-08-04,M01,issue,41,roll,,23666,
2023-09-10,M04,receipt,12,nos,SUP02,24968,PUR71202
2023-04-06,M11,receipt,497,kilograms,SUP05,22399,PUR39448
2023-10-24,M10,receipt,472,kilograms,SUP05,23744,PUR39560
2023-08-17,M08,receipt,329,kgs,SUP04,22468,PUR47793
2023-02-06,M13,receipt,46,rolls,SUP07,23031,PUR73808
2023-11-04,M09,return,229,kilograms,,21223,
2023-06-03,M01,return,24,Rolls,,21141,
2023-11-29,M09,receipt,323,kilograms,SUP05,21264,PUR55954
2023-09-19,M01,receipt,17,pcs,SUP08,21780,PUR95862
2023-11-07,M13,receipt,35,rolls,SUP07,21873,PUR90331
2023-09-28,M12,receipt,178,KG,SUP06,25060,PUR32183
2023-03-21,M07,receipt,456,kilograms,SUP03,23339,PUR52051
2023-01-03,M10,issue,393,kgs,,22423,
2023-02-26,M08,writeoff,282,kg,,24663,
2023-01-21,M09,issue,234,Kg,,22451,
2023-01-05,M05,issue,7,Rolls,,23578,
2023-07-19,M10,receipt,49,KG,SUP05,24398,PUR85159
2023-03-03,M03,issue,24,nos,,21006,
2023-11-20,M05,writeoff,14,roll,,22490,
2023-03-23,M10,issue,88,kilograms,,22756,
2023-01-05,M12,receipt,160,kgs,SUP06,22441,PUR40642
2023-07-04,M09,issue,163,KG,,22897,
2023-11-10,M12,writeoff,64,Kg,,23557,
2023-08-17,M08,issue,284,kg,,23846,
2023-04-03,M14,return,24,pcs,,21970,
2023-04-14,M04,receipt,40,rolls,SUP02,22520,PUR30690
2023-06-18,M02,writeoff,41,roll,,23104,
2023-11-07,M08,receipt,31,kgs,SUP04,23768,PUR50828
2023-09-07,M13,receipt,4,roll,SUP07,25006,PUR98754
2023-05-18,M07,issue,172,KG,,24831,
2023-11-20,M13,issue,5,Rolls,,25403,
2023-05-01,M01,receipt,41,Rolls,SUP01,24430,PUR24343
2023-01-08,M02,return,12,pcs,,24080,
2023-09-19,M05,receipt,42,nos,SUP02,22254,PUR48923
2023-07-03,M02,issue,50,roll,,24170,
2023-09-05,M14,return,34,pcs,,22240,
2023-08-22,M02,issue,31,roll,,21919,
2023-08-22,M06,issue,339,kilograms,,23961,
2023-09-03,M06,receipt,207,kg,SUP03,24654,PUR49759
2023-08-24,M14,issue,36,pcs,,22959,
2023-02-12,M04,issue,29,pcs,,24711,
2023-07-08,M06,writeoff,41,KG,,25210,
2023-06-16,M11,receipt,248,KG,SUP05,25158,PUR75286
2023-09-12,M05,return,14,rolls,,22197,
2023-04-22,M05,writeoff,27,pcs,,24213,
2023-02-13,M03,receipt,43,pcs,SUP01,21183,PUR99097
2023-11-21,M11,return,461,kilograms,,24791,
2023-07-09,M04,issue,17,rolls,,22903,
2023-01-31,M06,receipt,337,kilograms,SUP03,23129,PUR99645
2023-05-15,M13,receipt,32,rolls,SUP07,22808,PUR14052
2023-11-27,M02,receipt,44,rolls,SUP09,22293,PUR90300
2023-10-09,M14,issue,31,roll,,24825,
2023-11-02,M13,receipt,21,nos,SUP07,24889,PUR62623
2023-08-17,M05,issue,21,pcs,,25459,
2023-05-11,M09,receipt,323,KG,SUP05,22950,PUR30502
2023-01-12,M14,issue,37,pcs,,24583,
2023-09-07,M12,receipt,293,Kg,SUP06,25006,PUR50641
2023-06-02,M03,issue,44,pcs,,21148,
2023-10-21,M04,return,7,roll,,24791,
2023-09-09,M10,issue,72,kgs,,22706,
2023-04-27,M07,receipt,277,kg,SUP03,22847,PUR33004
2023-11-12,M07,issue,146,KG,,21733,
2023-05-26,M06,issue,52,kg,,23228,
2023-08-25,M05,receipt,14,rolls,SUP02,24499,PUR43972
2023-05-18,M02,issue,34,rolls,,23344,
2023-02-27,M06,issue,148,kgs,,23596,
2023-08-31,M08,receipt,461,KG,SUP04,24064,PUR93517
2023-06-10,M09,receipt,240,kg,SUP05,23412,PUR83343
2023-03-13,M11,issue,83,Kg,,24542,
2023-08-20,M08,receipt,493,kg,SUP04,22769,PUR53115
2023-08-23,M08,issue,452,KG,,25103,
2023-08-23,M14,receipt,24,rolls,SUP07,24413,PUR80123
2023-10-19,M11,issue,11,KG,,23357,
2023-10-03,M01,receipt,46,pcs,SUP01,23125,PUR90449
2023-04-08,M03,issue,11,pcs,,23031,
2023-07-11,M07,issue,397,Kg,,24256,
2023-06-20,M04,issue,32,pcs,,24808,
2023-09-12,M09,return,471,kg,,24101,
2023-03-14,M03,issue,17,roll,,23946,
2023-06-09,M07,receipt,386,kg,SUP03,23117,PUR96247
2023-05-18,M07,issue,301,Kg,,22657,
2023-01-16,M09,issue,150,kgs,,21420,
2023-03-02,M04,receipt,44,roll,SUP08,22545,PUR26976
2023-10-26,M03,writeoff,17,nos,,21523,
2023-07-25,M12,issue,312,KG,,22827,
2023-08-14,M02,issue,47,rolls,,21901,
2023-10-11,M10,issue,456,KG,,22731,
2023-08-11,M10,issue,383,kgs,,21245,
2023-03-08,M12,receipt,47,Kg,SUP06,25062,PUR58647
2023-04-12,M07,return,489,kilograms,,24093,
2023-01-07,M11,issue,233,Kg,,22028,
2023-03-26,M01,writeoff,30,rolls,,23656,
2023-08-07,M06,issue,85,kilograms,,22178,
2023-04-23,M04,receipt,5,Rolls,SUP08,21702,PUR64839
2023-07-12,M12,receipt,495,kgs,SUP06,23123,PUR67423
2023-10-11,M10,return,20,kilograms,,23838,
2023-09-15,M01,receipt,46,roll,SUP01,23494,PUR77274
